[ 245.5  616. ]
[ 453.76923077  625.5       ]
[ 523.28571429  376.14285714]
[ 158.5  262. ]
[ 294.51515152  179.92424242]
[ 561.93532338  388.06467662]
[ 380.60344828  333.86206897]
[ 269.42767296  511.71069182]
[ 221.47953216  636.07602339]
[ 126.24031008  420.74418605]
[ 578.44444444  248.46296296]
[ 130.54618474  151.51405622]
[  53.66666667  259.34166667]
[ 318.54166667  475.08333333]
[  58.44871795  309.76923077]
[ 615.15625  599.65625]
[ 459.63030303  636.58787879]
[ 506.27683616  380.93785311]
[ 168.85802469  266.71604938]
[ 277.03225806  188.37096774]
[ 561.56666667  374.76666667]
[ 381.27860697  311.5920398 ]
[ 278.62222222  499.2       ]
[ 229.7251462   623.15204678]
[ 119.39463602  407.31800766]
[ 583.72121212  242.86666667]
[ 110.83111111  161.85777778]
[  48.55144033  276.85596708]
[ 334.26666667  469.34666667]
[  50.44871795  319.41025641]
[ 628.5  596. ]
[ 462.66025641  647.65384615]
[ 492.60846561  386.75661376]
[ 181.07407407  275.68518519]
[ 259.57575758  197.97575758]
[ 553.25980392  367.67647059]
[ 384.72777778  290.16666667]
[ 288.94179894  487.56613757]
[ 237.97701149  608.68965517]
[ 114.4047619   394.16666667]
[ 589.44  237.86]
[ 100.56709957  179.00865801]
[  41.20675105  289.68776371]
[ 349.8   469.58]
[  42.77489177  325.06060606]
[ 620.45652174  589.34782609]
[ 456.5  656.5]
[ 476.76666667  390.60555556]
[ 188.68553459  286.35220126]
[ 241.44827586  206.24137931]
[ 544.12560386  359.09661836]
[ 388.5         271.93548387]
[ 302.  483.]
[ 248.8974359   594.74358974]
[ 112.77083333  377.5       ]
[ 589.46428571  238.85714286]
[  86.19409283  193.78902954]
[  50.02116402  289.65608466]
[ 364.8   472.22]
[  41.44736842  336.34210526]
[ 616.22962963  572.5037037 ]
[ 444.  666.]
[ 462.32323232  388.81818182]
[ 189.10582011  300.39153439]
[ 223.21428571  207.60119048]
[ 543.5         346.83809524]
[ 387.62365591  258.03225806]
[ 317.07407407  478.24074074]
[ 260.0942029   588.45652174]
[ 114.18431373  360.86666667]
[ 592.12785388  249.14155251]
[  68.99086758  204.75799087]
[  69.08717949  297.35897436]
[ 379.  479.]
[  35.20576132  348.02880658]
[ 622.65925926  555.88148148]
[ 427.43434343  672.91919192]
[ 451.8042328   378.61375661]
[ 181.56410256  307.91025641]
[ 204.26484018  201.07305936]
[ 543.63387978  333.55191257]
[ 396.36666667  250.33333333]
[ 330.79310345  471.46551724]
[ 271.33333333  597.09259259]
[ 116.76078431  344.30196078]
[ 600.07762557  264.14611872]
[  66.01606426  214.51004016]
[  82.48717949  310.30769231]
[ 388.12254902  488.76470588]
[  37.04878049  358.06504065]
[ 636.51937984  545.34108527]
[ 409.1875   676.03125]
[ 439.657277    368.18779343]
[ 173.32489451  311.23628692]
[ 186.19354839  193.46774194]
[ 544.61979167  317.75      ]
[ 408.80357143  248.83928571]
[ 350.86309524  468.05952381]
[ 285.74842767  607.34591195]
[ 129.59375  334.8125 ]
[ 609.          280.74358974]
[  64.67777778  234.5       ]
[  87.26136364  328.39772727]
[ 400.1827957   498.96236559]
[  38.23628692  371.07172996]
[ 646.5  536.5]
[ 389.95        676.16666667]
[ 431.24338624  353.82010582]
[ 164.16888889  305.35111111]
[ 175.22972973  186.7027027 ]
[ 540.54726368  306.93532338]
[ 425.23899371  245.64150943]
[ 370.87581699  469.45751634]
[ 297.63703704  604.73333333]
[ 145.33830846  330.24875622]
[ 616.96052632  296.76315789]
[  56.70464135  254.02953586]
[  77.5042735   344.43589744]
[ 410.92307692  502.30769231]
[  36.21544715  381.56910569]
[ 654.02  527.12]
[ 368.65   671.275]
[ 429.09375  337.46875]
[ 157.34703196  298.25570776]
[ 172.90540541  170.21621622]
[ 536.51741294  293.12437811]
[ 443.70068027  245.58503401]
[ 389.58201058  470.02645503]
[ 315.16352201  608.44025157]
[ 157.38383838  336.97979798]
[ 621.26126126  310.48648649]
[  43.48826291  268.10798122]
[  67.42682927  356.96747967]
[ 422.32142857  507.60714286]
[  43.54824561  389.65789474]
[ 661.25185185  511.60740741]
[ 353.04166667  658.16666667]
[ 433.46969697  324.6969697 ]
[ 153.47058824  285.70588235]
[ 173.5982906  165.6025641]
[ 530.78125  279.875  ]
[ 463.38461538  248.46153846]
[ 407.97660819  473.97076023]
[ 330.06010929  617.8579235 ]
[ 167.59375     350.93229167]
[ 623.45410628  324.77294686]
[  42.11904762  276.73809524]
[  65.32510288  374.9218107 ]
[ 432.55        513.78333333]
[  49.55263158  400.60526316]
[ 673.56296296  500.5037037 ]
[ 339.63043478  644.08695652]
[ 438.96410256  310.9025641 ]
[ 152.60555556  271.76666667]
[ 173.07511737  167.12206573]
[ 527.22404372  267.93989071]
[ 479.88700565  253.29378531]
[ 421.82352941  481.44117647]
[ 342.64  622.26]
[ 174.31944444  366.81481481]
[ 624.42380952  339.21428571]
[  43.98467433  294.84291188]
[  60.98431373  393.36862745]
[ 443.27011494  524.96551724]
[  53.97560976  412.21138211]
[ 684.76190476  490.02380952]
[ 324.5  632.5]
[ 447.53439153  297.55026455]
[ 152.53571429  262.14285714]
[ 174.43333333  169.925     ]
[ 525.54726368  262.76616915]
[ 493.71428571  257.46428571]
[ 430.66666667  489.36666667]
[ 358.37908497  626.81699346]
[ 177.46560847  382.21693122]
[ 624.98648649  353.86486486]
[  38.54901961  312.06666667]
[  58.24418605  408.6744186 ]
[ 448.89830508  536.76836158]
[  52.09302326  422.52325581]
[ 685.79411765  488.5       ]
[ 313.39869281  616.20915033]
[ 455.89054726  288.00995025]
[ 148.83333333  253.87878788]
[ 175.19774011  171.14124294]
[ 525.58469945  263.13661202]
[ 504.2         261.76666667]
[ 440.5408805   490.83647799]
[ 374.83030303  635.46060606]
[ 169.48858447  398.07762557]
[ 619.51028807  368.70781893]
[  28.8649789   327.90295359]
[  57.13919414  421.25641026]
[ 453.29292929  549.48484848]
[  48.42745098  430.90196078]
[ 683.08  502.88]
[ 313.5  596.5]
[ 469.24137931  278.5       ]
[ 147.90277778  252.46759259]
[ 175.39766082  172.42690058]
[ 525.53703704  262.59259259]
[ 507.375   274.4375]
[ 452.97175141  493.72316384]
[ 388.03571429  645.67857143]
[ 168.5         410.16190476]
[ 612.92444444  381.83111111]
[  26.68421053  337.13157895]
[  58.925  439.875]
[ 455.31547619  563.07142857]
[  46.05263158  437.36842105]
[ 685.31007752  523.96899225]
[ 317.40229885  579.31034483]
[ 481.22564103  273.4974359 ]
[ 146.27272727  255.86363636]
[ 177.31818182  187.45454545]
[ 524.44973545  258.03703704]
[ 511.29378531  288.48022599]
[ 468.43715847  498.73224044]
[ 401.2345679   657.63580247]
[ 164.34703196  423.56621005]
[ 608.03111111  393.59555556]
[  35.13409962  348.83141762]
[  53.33333333  456.72857143]
[ 452.75268817  575.11290323]
[  46.05263158  437.36842105]
[ 682.64285714  538.45238095]
[ 325.05  564.75]
[ 489.42328042  278.68783069]
[ 136.30452675  253.59670782]
[ 175.80092593  203.61111111]
[ 526.32258065  254.88709677]
[ 512.59375  304.625  ]
[ 479.91005291  505.37566138]
[ 409.23129252  672.89115646]
[ 154.83111111  437.65777778]
[ 601.55714286  403.3       ]
[  40.13636364  363.86363636]
[  57.86222222  465.31111111]
[ 446.57861635  585.52201258]
[  46.74537037  448.02777778]
[ 669.65765766  533.77477477]
[ 336.52287582  556.4379085 ]
[ 496.93607306  284.66210046]
[ 134.61111111  251.32407407]
[ 173.05263158  224.36842105]
[ 530.53763441  260.06451613]
[ 503.2259887   313.83615819]
[ 489.86666667  516.74358974]
[ 419.73076923  682.23076923]
[ 146.34136546  451.78714859]
[ 592.12560386  412.11111111]
[  42.59090909  380.02272727]
[  66.54761905  480.51190476]
[ 436.42962963  588.94074074]
[  48.69791667  449.171875  ]
[ 650.2688172  526.6344086]
[ 352.76785714  562.22619048]
[ 510.25        287.23888889]
[ 137.00444444  252.36      ]
[ 164.6969697   233.22510823]
[ 538.46666667  267.3       ]
[ 491.22564103  327.65128205]
[ 498.54589372  527.29951691]
[ 420.74814815  688.97037037]
[ 141.78538813  467.96803653]
[ 579.49425287  419.20114943]
[  40.86046512  394.38372093]
[  66.72995781  502.02953586]
[ 427.83333333  594.45833333]
[  57.73092369  459.45381526]
[ 636.21367521  516.96581197]
[ 365.04371585  573.35519126]
[ 523.359375  292.890625]
[ 133.94509804  257.83137255]
[ 159.657277    234.44131455]
[ 550.36318408  276.72139303]
[ 479.56613757  343.43386243]
[ 501.25806452  541.        ]
[ 406.  693.]
[ 132.92105263  482.91666667]
[ 565.56790123  419.59876543]
[  39.78861789  405.63414634]
[  64.525       516.11666667]
[ 418.13636364  596.12878788]
[  59.78861789  480.49593496]
[ 622.73913043  505.52898551]
[ 375.20555556  587.95      ]
[ 536.3236715   301.89371981]
[ 123.          266.80487805]
[ 159.72444444  234.63555556]
[ 562.32352941  289.45588235]
[ 465.9516129   356.22580645]
[ 499.32275132  552.1005291 ]
[ 389.01149425  697.2183908 ]
[ 123.29385965  496.94736842]
[ 552.11111111  416.98148148]
[  38.72995781  416.02109705]
[  62.96428571  529.55952381]
[ 407.37037037  590.82716049]
[  55.74122807  501.39473684]
[ 614.27272727  495.13636364]
[ 381.45502646  602.97883598]
[ 547.38974359  312.71282051]
[ 109.29468599  265.29468599]
[ 149.16129032  242.43548387]
[ 569.59487179  308.45641026]
[ 452.1969697   370.24242424]
[ 492.68333333  564.98333333]
[ 372.82666667  696.93333333]
[ 125.5         510.16190476]
[ 540.   412.5]
[  35.4047619   422.39285714]
[  78.64444444  534.25      ]
[ 407.37037037  590.82716049]
[  59.9039548   514.39548023]
[ 610.87037037  479.88888889]
[ 388.98275862  618.20689655]
[ 551.78743961  318.0821256 ]
[  95.05263158  266.03947368]
[ 131.54228856  249.17412935]
[ 571.5  328.5]
[ 439.56284153  381.69398907]
[ 484.20765027  575.48087432]
[ 356.94444444  691.11111111]
[ 123.47186147  526.07359307]
[ 526.95151515  406.55757576]
[  34.91575092  423.94871795]
[  94.55555556  541.67948718]
[ 407.5952381   587.82142857]
[  75.61375661  520.81481481]
[ 612.60130719  465.79084967]
[ 390.84482759  632.44827586]
[ 551.9468599   317.83574879]
[  83.84888889  273.55555556]
[ 117.28070175  246.60526316]
[ 568.61428571  348.85714286]
[ 423.95628415  390.93989071]
[ 480.75268817  586.61290323]
[ 340.4496124   685.62015504]
[ 129.64021164  535.56084656]
[ 521.17241379  408.12068966]
[  33.85654008  426.80168776]
[ 102.68181818  558.48484848]
[ 408.98275862  574.79310345]
[  91.35772358  533.29268293]
[ 603.41025641  452.80769231]
[ 397.38011696  643.21637427]
[ 551.995671    317.36796537]
[  80.53815261  282.24497992]
[ 112.11538462  234.64102564]
[ 565.5  367.5]
[ 408.02614379  388.91503268]
[ 475.61538462  593.46153846]
[ 324.8018018   681.00900901]
[ 137.81034483  543.51724138]
[ 514.59615385  414.30769231]
[  26.33823529  437.16176471]
[ 106.67932489  575.7257384 ]
[ 413.63793103  554.31034483]
[  99.93574297  551.09236948]
[ 592.75213675  442.47863248]
[ 403.27777778  658.62962963]
[ 551.65  315.3 ]
[  77.27350427  297.51282051]
[ 109.218107    227.51028807]
[ 554.36666667  383.38571429]
[ 389.17857143  384.60714286]
[ 464.78014184  591.86524823]
[ 314.9   673.68]
[ 144.17261905  552.32142857]
[ 500.10344828  414.53448276]
[  27.21940928  431.8185654 ]
[ 106.04761905  590.51515152]
[ 418.26900585  533.39181287]
[  98.92640693  567.95238095]
[ 579.15909091  436.14393939]
[ 405.64814815  672.27777778]
[ 551.74074074  315.64814815]
[  70.91472868  311.8372093 ]
[ 108.98941799  229.43386243]
[ 538.05882353  391.41176471]
[ 372.97849462  378.59677419]
[ 451.07142857  586.14285714]
[ 303.28368794  662.05673759]
[ 145.37106918  550.81132075]
[ 488.97979798  407.3030303 ]
[  43.36936937  422.35135135]
[ 118.17370892  598.00469484]
[ 425.          515.23333333]
[ 112.20138889  579.3125    ]
[ 567.03846154  428.46153846]
[ 414.31818182  681.29545455]
[ 553.21393035  313.31840796]
[  69.54022989  323.        ]
[ 104.73593074  235.89177489]
[ 520.  395.]
[ 358.66060606  376.59393939]
[ 437.98830409  581.04093567]
[ 295.28205128  646.90384615]
[ 156.93209877  545.14814815]
[ 479.06467662  394.68159204]
[  63.78205128  409.8974359 ]
[ 129.85024155  611.51207729]
[ 434.9         497.02222222]
[ 127.41203704  591.72222222]
[ 557.40136054  417.60544218]
[ 417.14728682  694.87596899]
[ 562.01257862  312.28930818]
[  78.93627451  330.75      ]
[  89.33333333  239.88557214]
[ 501.56410256  392.75897436]
[ 343.42857143  373.07142857]
[ 424.74853801  578.37426901]
[ 289.41530055  631.13661202]
[ 177.14814815  546.14814815]
[ 472.56060606  381.94444444]
[  84.15458937  403.0531401 ]
[ 140.82113821  616.59349593]
[ 447.91666667  479.31666667]
[ 130.29951691  607.93719807]
[ 553.66013072  402.97385621]
[ 417.81300813  692.83739837]
[ 563.68306011  312.0273224 ]
[  86.06103286  345.31455399]
[  77.66255144  236.59670782]
[ 485.85310734  389.04519774]
[ 325.59375  366.5625 ]
[ 419.11515152  572.06666667]
[ 296.72043011  617.74193548]
[ 195.05847953  556.23976608]
[ 471.65641026  371.01025641]
[ 104.53439153  402.48677249]
[ 156.23611111  616.14583333]
[ 461.67741935  463.14516129]
[ 129.85784314  611.26470588]
[ 549.06504065  389.42276423]
[ 420.19230769  688.07692308]
[ 563.03225806  311.72043011]
[  85.30593607  357.28310502]
[  69.35897436  247.62393162]
[ 476.24867725  378.97354497]
[ 310.01612903  359.06451613]
[ 414.7251462   558.92397661]
[ 306.5  603. ]
[ 203.75     571.96875]
[ 477.07179487  357.77948718]
[ 120.44761905  412.05238095]
[ 171.24293785  621.49717514]
[ 476.84615385  450.46153846]
[ 139.09039548  622.23163842]
[ 547.19565217  377.26086957]
[ 419.23655914  687.69892473]
[ 562.65608466  311.61904762]
[  82.56709957  371.00865801]
[  60.          262.37804878]
[ 462.21468927  376.53107345]
[ 293.63387978  352.54644809]
[ 410.78142077  542.06010929]
[ 319.81410256  592.16025641]
[ 213.88888889  583.06535948]
[ 485.5         345.26666667]
[ 131.84722222  421.86111111]
[ 177.0913242  633.7716895]
[ 493.51851852  439.05555556]
[ 149.82352941  637.39705882]
[ 546.53846154  365.11538462]
[ 420.86324786  683.44444444]
[ 562.19444444  311.37037037]
[  80.44736842  381.34210526]
[  60.2195122   265.42682927]
[ 445.04848485  370.68484848]
[ 278.99033816  346.59903382]
[ 414.11827957  531.38709677]
[ 335.0952381   591.50340136]
[ 227.67295597  587.89308176]
[ 492.875  334.5  ]
[ 135.35897436  427.80512821]
[ 189.13636364  638.9469697 ]
[ 512.38095238  430.17687075]
[ 168.63157895  638.38596491]
[  72.06666667  271.76190476]
[ 550.03418803  360.90598291]
[ 418.07207207  666.65765766]
[ 562.29411765  311.13235294]
[  83.89705882  392.74019608]
[  72.06666667  271.76190476]
[ 429.62433862  362.1957672 ]
[ 264.33789954  341.92237443]
[ 408.92307692  519.11538462]
[ 347.16384181  598.63276836]
[ 240.70760234  600.16959064]
[ 501.51572327  325.72327044]
[ 133.52910053  429.96296296]
[ 205.33333333  643.88617886]
[ 531.81560284  426.73758865]
[ 187.94308943  642.17886179]
[ 181.5  640. ]
[ 561.43262411  347.56737589]
[ 427.08  657.58]
[ 562.29411765  311.13235294]
[  82.875   406.1875]
[  85.63786008  286.33744856]
[ 417.4         347.41666667]
[ 258.42723005  331.76525822]
[ 405.66666667  505.85310734]
[ 352.53030303  612.43434343]
[ 248.95833333  612.25      ]
[ 512.07650273  318.44808743]
[ 133.54358974  430.63589744]
[ 218.2705314   653.75362319]
[ 548.89937107  427.35220126]
[ 206.29166667  648.67708333]
[ 181.5  640. ]
[ 570.73484848  337.86363636]
[ 437.75        642.11538462]
[ 562.25821596  311.06103286]
[  89.94179894  416.74074074]
[  88.58666667  304.84444444]
[ 406.45273632  334.84577114]
[ 250.17840376  320.68544601]
[ 406.61375661  488.29100529]
[ 355.08187135  624.18128655]
[ 264.4375      615.66666667]
[ 520.4863388   311.18579235]
[ 133.5  430.5]
[ 231.57711443  664.46766169]
[ 560.92039801  434.43781095]
[ 215.44632768  657.64971751]
[ 181.5  640. ]
[ 569.14166667  326.7       ]
[ 451.3537415   626.33333333]
[ 562.07511737  310.99061033]
[  94.58757062  429.31638418]
[  82.11646586  315.61044177]
[ 396.48087432  319.89617486]
[ 245.38624339  304.29100529]
[ 409.14124294  469.26553672]
[ 363.37948718  630.80512821]
[ 278.16959064  626.70760234]
[ 531.46258503  305.03401361]
[ 133.72083333  430.4375    ]
[ 241.14689266  677.61581921]
[ 569.59090909  444.78787879]
[ 228.   668.5]
[ 181.5  640. ]
[ 567.78472222  321.33333333]
[ 469.44  613.5 ]
[ 562.07511737  310.99061033]
[  92.35648148  441.66666667]
[  78.85470085  322.84615385]
[ 387.26470588  305.70588235]
[ 240.47058824  284.26470588]
[ 412.62962963  450.43915344]
[ 368.77987421  641.89937107]
[ 286.5         642.11290323]
[ 544.79166667  303.38888889]
[ 133.8875  430.3875]
[ 246.9516129   689.51612903]
[ 575.18055556  457.69444444]
[ 242.93181818  675.77272727]
[ 181.5  640. ]
[ 566.91666667  320.08333333]
[ 487.66013072  602.2875817 ]
[ 555.75   302.625]
[  91.46551724  454.37931034]
[  78.13675214  340.94871795]
[ 384.56666667  289.76666667]
[ 238.5  265.5]
[ 420.79487179  435.98974359]
[ 369.55151515  653.86060606]
[ 296.21481481  655.76296296]
[ 575.   308.5]
[ 134.08571429  430.33333333]
[ 258.0483871   700.48387097]
[ 572.74479167  472.125     ]
[ 252.9122807  687.4619883]
[ 181.5  640. ]
[ 564.34188034  315.01709402]
[ 506.18439716  595.54609929]
[ 563.          302.94444444]
[  95.92090395  465.4519774 ]
[  65.66666667  354.95945946]
[ 381.04678363  281.64327485]
[ 238.34895833  249.9375    ]
[ 433.64021164  426.67724868]
[ 366.04320988  663.05555556]
[ 304.42857143  661.39285714]
[ 577.47222222  308.13888889]
[ 134.1025641   430.24102564]
[ 262.90909091  703.31818182]
[ 567.21875  484.46875]
[ 261.26923077  691.76923077]
[ 181.5  640. ]
[ 567.52777778  308.47222222]
[ 523.66060606  599.88484848]
[ 574.44444444  299.42592593]
[ 105.11111111  474.37426901]
[  65.5  368. ]
[ 369.16666667  281.6       ]
[ 248.57711443  238.53233831]
[ 448.40437158  421.49726776]
[ 354.78294574  662.17829457]
[ 314.96598639  673.01360544]
[ 576.76100629  313.4591195 ]
[ 134.06756757  430.24324324]
[ 279.92857143  705.42857143]
[ 558.56896552  497.48275862]
[ 269.08527132  692.4496124 ]
[ 181.5  640. ]
[ 573.29333333  302.97333333]
[ 531.80874317  608.33879781]
[ 581.9468599   301.06280193]
[ 109.5  487. ]
[  70.82397004  385.19475655]
[ 356.23333333  282.93888889]
[ 264.06010929  227.4863388 ]
[ 465.6827957   414.79032258]
[ 345.21768707  665.01360544]
[ 329.93333333  677.7047619 ]
[ 556.51851852  326.7037037 ]
[ 134.23004695  430.23474178]
[ 301.82666667  703.93333333]
[ 549.   508.5]
[ 273.07619048  692.92380952]
[ 181.5  640. ]
[ 580.5  307.5]
[ 533.1005291   613.83068783]
[ 588.          317.91666667]
[ 108.85388128  500.99543379]
[  66.47619048  401.85714286]
[ 343.03763441  275.83870968]
[ 278.43333333  217.3       ]
[ 483.32240437  409.07650273]
[ 338.55769231  671.75      ]
[ 347.90990991  681.81981982]
[ 534.86206897  323.77586207]
[ 133.52380952  430.15151515]
[ 319.  708.]
[ 545.53225806  518.77419355]
[ 279.5  691.5]
[ 181.5  640. ]
[ 585.00793651  330.21164021]
[ 529.97484277  611.02515723]
[ 519.171875  305.421875]
[ 105.20634921  507.86904762]
[  55.05714286  412.78095238]
[ 328.46783626  265.86549708]
[ 295.25925926  209.82098765]
[ 498.88359788  403.18518519]
[ 335.25        672.44230769]
[ 363.91358025  684.32098765]
[ 534.16666667  531.27083333]
[ 129.07692308  426.37606838]
[ 337.33333333  707.05747126]
[ 290.65185185  700.48148148]
[ 279.5  691.5]
[ 181.5  640. ]
[ 579.85858586  346.04545455]
[ 530.31666667  602.65      ]
[ 497.82513661  298.09289617]
[  99.65400844  504.57383966]
[  54.37698413  419.83333333]
[ 316.390625  257.796875]
[ 308.04678363  199.38011696]
[ 502.29411765  401.        ]
[ 341.55769231  672.61538462]
[ 379.71875  685.5    ]
[ 355.2  711.2]
[ 121.80416667  419.7125    ]
[ 290.25    702.5625]
[ 522.4496124   538.37984496]
[ 279.5  691.5]
[ 181.5  640. ]
[ 570.62962963  364.85185185]
[ 538.75757576  591.72121212]
[ 476.5  288. ]
[  98.5         495.33854167]
[  55.0464135   435.27004219]
[ 302.39153439  255.2010582 ]
[ 322.88888889  196.95321637]
[ 504.33783784  405.68918919]
[ 356.40136054  677.21088435]
[ 393.59090909  689.18181818]
[ 283.96581197  692.8034188 ]
[ 115.01646091  413.23045267]
[ 364.47058824  712.67647059]
[ 576.47712418  352.59477124]
[ 507.39333333  543.84      ]
[ 181.5  640. ]
[ 564.85185185  370.74643875]
[ 554.27683616  585.64971751]
[ 458.56756757  272.11261261]
[ 101.72677596  478.66666667]
[  50.8745098   449.25098039]
[ 287.46766169  248.60199005]
[ 340.08695652  199.24637681]
[ 505.6713615   415.70892019]
[ 362.02  680.84]
[ 404.5959596   681.65656566]
[ 267.67901235  682.7654321 ]
[ 111.15  408.6 ]
[ 379.34615385  704.42307692]
[ 492.61006289  545.47798742]
[ 507.39333333  543.84      ]
[ 181.5  640. ]
[ 560.54814815  374.08148148]
[ 569.13756614  588.4021164 ]
[ 443.90909091  255.44444444]
[ 106.12169312  460.48148148]
[  48.47222222  449.78571429]
[ 274.58201058  245.87830688]
[ 358.4375      202.54166667]
[ 511.63926941  432.83105023]
[ 363.24691358  677.28395062]
[ 419.77777778  677.72222222]
[ 250.14942529  675.09195402]
[ 110.92045455  408.38636364]
[ 397.5  704. ]
[ 480.51724138  541.81034483]
[ 548.64        382.73333333]
[ 181.5  640. ]
[ 550.13636364  380.18181818]
[ 579.140625  597.84375 ]
[ 447.32828283  243.03030303]
[ 111.53571429  445.42857143]
[  59.265625    452.79166667]
[ 266.6763285   252.77294686]
[ 373.75925926  208.74074074]
[ 515.22051282  451.32820513]
[ 368.43181818  667.97727273]
[ 433.73856209  678.64052288]
[ 236.5037037   666.19259259]
[ 110.68627451  408.30196078]
[ 412.26470588  707.82352941]
[ 467.98830409  537.06432749]
[ 538.7672956   386.71069182]
[ 181.5  640. ]
[ 541.24  385.58]
[ 578.85034014  595.91156463]
[ 446.43548387  226.25806452]
[ 121.79487179  439.18461538]
[  76.67857143  462.82936508]
[ 257.86574074  256.41666667]
[ 387.74691358  219.06790123]
[ 513.98387097  472.35483871]
[ 381.5  662. ]
[ 442.29559748  684.80503145]
[ 234.39655172  649.86206897]
[ 110.57429719  408.05220884]
[ 423.39784946  705.01075269]
[ 454.76960784  530.47058824]
[ 529.73099415  394.20467836]
[ 181.5  640. ]
[ 533.88888889  391.28472222]
[ 580.43548387  583.        ]
[ 443.05641026  208.28205128]
[ 136.39766082  435.78362573]
[  89.55823293  479.06827309]
[ 257.995671    257.00865801]
[ 401.08064516  229.14516129]
[ 510.68717949  493.66666667]
[ 392.27272727  667.        ]
[ 449.83703704  689.2962963 ]
[ 233.48205128  629.08717949]
[ 110.52222222  408.11111111]
[ 439.78571429  700.96428571]
[ 443.72777778  521.00555556]
[ 522.04848485  400.16969697]
[ 181.5  640. ]
[ 526.23913043  394.88405797]
[ 593.4375      571.10416667]
[ 447.31818182  190.18181818]
[ 152.23899371  431.12578616]
[  89.23809524  497.48809524]
[ 257.88888889  257.06018519]
[ 410.15151515  242.24242424]
[ 502.14285714  506.14285714]
[ 401.25203252  671.30894309]
[ 453.66666667  701.18888889]
[ 235.46774194  609.74193548]
[ 110.2991453   408.25641026]
[ 463.11363636  686.28787879]
[ 435.16091954  509.56896552]
[ 514.61538462  396.30769231]
[ 181.5  640. ]
[ 521.15384615  392.58333333]
[ 610.578125  565.921875]
[ 454.81481481  179.35185185]
[ 169.5952381  429.2202381]
[  83.8685446   515.11737089]
[ 257.87445887  256.9047619 ]
[ 410.93567251  245.25146199]
[ 481.26060606  511.75151515]
[ 401.23913043  670.95652174]
[ 467.82352941  700.32352941]
[ 247.69444444  599.98611111]
[ 110.24122807  408.39473684]
[ 470.68468468  679.84684685]
[ 432.4047619   496.17857143]
[ 507.25      389.234375]
[ 181.5  640. ]
[ 504.31730769  381.72435897]
[ 621.81481481  557.78306878]
[ 473.3625731   178.60233918]
[ 184.78911565  427.27210884]
[  78.77489177  525.06060606]
[ 257.71361502  257.79812207]
[ 409.88461538  246.57692308]
[ 460.62068966  516.53448276]
[ 405.79166667  667.58333333]
[ 484.  699.]
[ 266.48366013  601.20261438]
[ 110.2125      410.82916667]
[ 472.92198582  666.81560284]
[ 430.50520833  480.25      ]
[ 507.25      389.234375]
[ 181.5  640. ]
[ 503.67054264  375.42248062]
[ 632.84541063  545.60386473]
[ 491.67251462  177.36842105]
[ 193.86666667  420.19393939]
[  85.84888889  535.07555556]
[ 258.47142857  263.22380952]
[ 409.86956522  246.89130435]
[ 439.60818713  522.16374269]
[ 416.55555556  666.88888889]
[ 500.46666667  698.56666667]
[ 278.02380952  607.74404762]
[ 110.34871795  412.27692308]
[ 483.10884354  653.27210884]
[ 431.34848485  465.09090909]
[ 507.25      389.234375]
[ 181.5  640. ]
[ 504.83  375.9 ]
[ 647.84375  536.0625 ]
[ 510.12121212  182.15151515]
[ 201.42937853  417.44632768]
[  88.21568627  551.27843137]
[ 257.64705882  267.85294118]
[ 410.00833333  247.375     ]
[ 423.60714286  524.92857143]
[ 425.125  670.25 ]
[ 511.30555556  695.5       ]
[ 282.01612903  620.70967742]
[ 111.85875706  413.62711864]
[ 494.65986395  646.88435374]
[ 437.63387978  450.33879781]
[ 507.25      389.234375]
[ 181.5  640. ]
[ 503.71428571  375.03968254]
[ 660.79411765  525.39215686]
[ 526.82564103  187.08717949]
[ 212.81212121  430.64242424]
[  83.16862745  554.30196078]
[ 257.83333333  268.30555556]
[ 411.27011494  246.34482759]
[ 406.35185185  515.2962963 ]
[ 436.76767677  666.77777778]
[ 522.26086957  686.69565217]
[ 296.13131313  624.68686869]
[ 116.07511737  417.25821596]
[ 509.49707602  643.77777778]
[ 446.81666667  438.28333333]
[ 507.25      389.234375]
[ 181.5  640. ]
[ 502.02185792  373.43169399]
[ 673.18518519  517.69444444]
[ 543.36666667  197.53333333]
[ 220.46405229  442.97385621]
[  83.24390244  554.45528455]
[ 247.84057971  288.84057971]
[ 411.17857143  245.5       ]
[ 390.97814208  500.71038251]
[ 450.28947368  664.71052632]
[ 532.28248588  679.63841808]
[ 309.58865248  634.53900709]
[ 130.22404372  425.82513661]
[ 519.93333333  635.68888889]
[ 459.58064516  427.88709677]
[ 509.37037037  381.42962963]
[ 181.5  640. ]
[ 501.85641026  373.59487179]
[ 673.94527363  504.8159204 ]
[ 557.96713615  210.65258216]
[ 212.11111111  452.24444444]
[  85.04761905  553.79761905]
[ 247.81981982  289.67567568]
[ 410.6875      245.57291667]
[ 376.53571429  483.71428571]
[ 462.03252033  663.96747967]
[ 541.03030303  673.09090909]
[ 326.58333333  635.55      ]
[ 146.79227053  429.56038647]
[ 531.46448087  627.38251366]
[ 473.67295597  420.22012579]
[ 519.52777778  379.59259259]
[ 181.5  640. ]
[ 501.81094527  373.8159204 ]
[ 677.25821596  488.01877934]
[ 569.13636364  226.45454545]
[ 200.59915612  456.74261603]
[  88.8902439  551.7398374]
[ 247.99061033  289.95305164]
[ 397.05263158  262.07894737]
[ 363.40625   469.421875]
