[ 245.5  616. ]
[ 659.77625571  440.11872146]
[ 542.15602837  657.03546099]
[ 500.14871795  176.37435897]
[ 408.71957672  487.08994709]
[ 519.64251208  409.70531401]
[ 181.5  640. ]
[ 477.18965517  428.79310345]
[ 595.74269006  232.04093567]
[ 325.16129032  348.66129032]
[ 350.22988506  486.70689655]
[ 426.86363636  598.87121212]
[ 364.56284153  274.69945355]
[ 236.43478261  693.36956522]
[ 142.00966184  338.19806763]
[ 552.5  421. ]
[ 684.6010929   367.01092896]
[ 647.42982456  433.65789474]
[ 551.38461538  654.46153846]
[ 499.38624339  169.29100529]
[ 414.  472.]
[ 520.984375  422.875   ]
[ 181.5  640. ]
[ 476.38624339  418.29100529]
[ 590.34502924  247.22222222]
[ 306.12254902  352.75      ]
[ 363.73076923  476.23076923]
[ 441.97484277  602.36477987]
[ 352.2259887   268.29378531]
[ 231.18128655  680.69590643]
[ 146.86757991  319.19634703]
[ 568.51937984  430.65891473]
[ 687.8649789  367.0464135]
[ 647.52857143  420.57142857]
[ 555.64  649.46]
[ 497.32  171.82]
[ 417.67724868  458.47089947]
[ 521.09375  435.96875]
[ 181.5  640. ]
[ 476.01612903  407.61290323]
[ 583.97740113  263.07909605]
[ 285.56284153  353.55191257]
[ 376.  480.]
[ 455.79781421  606.58469945]
[ 342.55367232  269.54237288]
[ 219.70114943  665.34482759]
[ 158.54852321  299.00843882]
[ 580.65  445.5 ]
[ 678.36486486  362.51351351]
[ 652.89393939  404.12121212]
[ 564.41085271  644.37984496]
[ 483.66666667  169.91025641]
[ 419.39655172  449.62068966]
[ 515.88205128  451.26666667]
[ 181.5  640. ]
[ 482.5        396.5862069]
[ 577.40136054  278.46258503]
[ 265.94285714  349.41428571]
[ 388.79532164  487.57309942]
[ 468.65536723  612.66666667]
[ 342.83333333  272.41428571]
[ 212.16931217  653.86243386]
[ 172.71428571  279.64761905]
[ 593.60283688  458.87943262]
[ 674.32478632  346.67948718]
[ 664.66129032  389.70967742]
[ 573.90960452  646.64971751]
[ 468.3         161.73333333]
[ 414.24479167  439.75      ]
[ 508.66666667  468.00529101]
[ 181.5  640. ]
[ 493.0141844   387.58865248]
[ 564.75        282.31410256]
[ 248.13513514  343.68918919]
[ 400.77777778  497.80246914]
[ 473.24867725  619.95767196]
[ 343.39906103  274.01877934]
[ 207.27604167  642.5       ]
[ 189.15625     264.64583333]
[ 607.09401709  472.8034188 ]
[ 678.82222222  334.89777778]
[ 658.15196078  380.05392157]
[ 579.97660819  651.76023392]
[ 455.16384181  155.03954802]
[ 413.625    439.28125]
[ 498.65625  483.96875]
[ 181.5  640. ]
[ 506.35416667  382.625     ]
[ 551.14124294  280.1299435 ]
[ 233.57142857  332.32539683]
[ 411.88461538  505.76923077]
[ 472.30065359  632.73202614]
[ 343.66183575  275.29468599]
[ 209.69354839  624.64516129]
[ 207.74137931  255.32758621]
[ 614.125  491.325]
[ 678.48309179  326.9178744 ]
[ 654.47368421  365.10526316]
[ 577.93103448  645.64367816]
[ 441.7704918   140.83060109]
[ 412.23333333  442.79444444]
[ 482.16374269  489.20467836]
[ 181.5  640. ]
[ 517.20915033  379.77124183]
[ 536.8128655   277.66081871]
[ 225.29279279  316.45945946]
[ 421.94179894  514.43386243]
[ 467.02424242  644.64848485]
[ 344.1  278.8]
[ 214.44808743  605.79234973]
[ 223.0952381   249.50340136]
[ 613.0530303   507.93181818]
[ 677.20512821  317.16666667]
[ 663.21857923  349.36612022]
[ 570.78947368  641.        ]
[ 436.54726368  131.23383085]
[ 411.42138365  443.21383648]
[ 464.64814815  494.32716049]
[ 181.5  640. ]
[ 528.13605442  378.39455782]
[ 523.44230769  269.42307692]
[ 217.98529412  297.60294118]
[ 429.17222222  524.34444444]
[ 461.09615385  653.92307692]
[ 344.30348259  279.06467662]
[ 217.60386473  588.41062802]
[ 236.07407407  255.53703704]
[ 601.02173913  522.86956522]
[ 669.39473684  303.13157895]
[ 672.85128205  343.68205128]
[ 559.31007752  634.08527132]
[ 445.046875    118.42708333]
[ 412.9         444.19444444]
[ 447.02614379  495.53594771]
[ 181.5  640. ]
[ 537.78616352  376.81761006]
[ 510.36666667  262.53333333]
[ 216.16666667  278.5       ]
[ 435.50282486  535.5480226 ]
[ 453.60869565  664.7173913 ]
[ 338.94736842  313.70175439]
[ 220.96618357  569.66183575]
[ 251.75816993  265.41830065]
[ 587.28472222  537.88888889]
[ 671.  288.]
[ 687.69642857  333.125     ]
[ 541.18518519  626.52592593]
[ 460.43262411  105.0070922 ]
[ 413.51322751  444.55026455]
[ 432.12  489.62]
[ 181.5  640. ]
[ 547.88304094  379.35672515]
[ 502.91282051  253.65128205]
[ 214.47222222  260.34722222]
[ 441.39506173  545.38271605]
[ 448.23030303  675.04848485]
[ 337.03571429  313.10714286]
[ 228.48022599  551.94350282]
[ 271.78  268.88]
[ 570.34188034  549.05982906]
[ 676.12857143  274.77142857]
[ 695.95714286  321.97142857]
[ 524.51412429  614.70621469]
[ 479.03100775   99.31007752]
[ 414.67241379  446.5862069 ]
[ 423.63387978  476.98907104]
[ 181.5  640. ]
[ 556.73333333  382.17222222]
[ 498.10928962  242.2568306 ]
[ 216.44444444  242.02777778]
[ 440.67857143  553.30952381]
[ 438.65789474  685.55263158]
[ 336.88461538  312.92307692]
[ 235.5625   534.15625]
[ 292.99371069  275.87421384]
[ 557.40909091  562.72727273]
[ 678.92018779  260.91079812]
[ 704.35135135  308.58108108]
[ 513.56060606  601.27272727]
[ 500.56521739   99.45652174]
[ 414.93567251  447.74853801]
[ 417.81034483  463.37931034]
[ 181.5  640. ]
[ 564.44285714  387.06190476]
[ 498.61111111  229.22222222]
[ 222.95454545  228.6969697 ]
[ 433.11538462  562.76923077]
[ 425.57142857  683.45238095]
[ 339.04402516  314.35220126]
[ 247.25        524.03571429]
[ 313.79084967  277.60130719]
[ 548.15503876  577.03875969]
[ 683.11428571  247.5       ]
[ 700.99111111  300.55111111]
[ 506.5625  584.6875]
[ 517.64285714  107.14880952]
[ 416.94771242  447.22875817]
[ 411.90849673  461.64052288]
[ 181.5  640. ]
[ 563.77294686  392.647343  ]
[ 503.19125683  216.18579235]
[ 231.24154589  214.29951691]
[ 424.38787879  571.33939394]
[ 413.39316239  680.35042735]
[ 348.59487179  322.77435897]
[ 262.79166667  524.58333333]
[ 333.86666667  288.35151515]
[ 535.85714286  590.51587302]
[ 683.52511416  248.53881279]
[ 695.0995671   287.66666667]
[ 502.49758454  568.09178744]
[ 528.03571429  110.50595238]
[ 417.25925926  447.94444444]
[ 397.76969697  458.12121212]
[ 181.5  640. ]
[ 561.80092593  404.27777778]
[ 507.76923077  203.5       ]
[ 241.73039216  198.79411765]
[ 421.375       578.68452381]
[ 401.11851852  675.57037037]
[ 359.35585586  339.63513514]
[ 280.14285714  527.03571429]
[ 350.18333333  304.25      ]
[ 517.8   596.95]
[ 676.41125541  244.27705628]
[ 699.84375  268.09375]
[ 507.76470588  552.61764706]
[ 528.24242424  110.80808081]
[ 447.74829932  452.63265306]
[ 384.65555556  451.33333333]
[ 181.5  640. ]
[ 561.56666667  414.23333333]
[ 514.19496855  192.28930818]
[ 255.41935484  185.98387097]
[ 413.82485876  584.48587571]
[ 389.32  671.62]
[ 366.25462963  358.23148148]
[ 294.76666667  525.39444444]
[ 360.12068966  323.37931034]
[ 501.89333333  596.45333333]
[ 671.55868545  232.00469484]
[ 702.62254902  257.47058824]
[ 515.82051282  536.52820513]
[ 519.59259259  117.25925926]
[ 449.07526882  458.46236559]
[ 371.13333333  438.57948718]
[ 181.5  640. ]
[ 562.54726368  424.06467662]
[ 524.68361582  186.57062147]
[ 271.41666667  177.77380952]
[ 408.73939394  587.86666667]
[ 375.82608696  667.67391304]
[ 368.5         375.83809524]
[ 306.92857143  520.46428571]
[ 366.12903226  342.74193548]
[ 487.89285714  602.67857143]
[ 669.69270833  224.59375   ]
[ 695.21256039  241.22705314]
[ 529.  530.]
[ 507.27927928  125.73873874]
[ 452.38709677  456.75268817]
[ 359.20555556  425.81666667]
[ 181.5  640. ]
[ 561.95169082  434.62801932]
[ 538.91304348  183.45652174]
[ 288.98742138  176.72327044]
[ 408.67973856  588.0130719 ]
[ 363.4137931   663.44252874]
[ 357.77142857  392.44285714]
[ 318.85714286  521.07142857]
[ 366.51322751  363.78306878]
[ 474.72072072  613.26126126]
[ 659.14367816  221.87931034]
[ 696.77142857  225.83809524]
[ 546.67973856  531.32026144]
[ 504.27210884  120.19727891]
[ 450.5721393   456.52736318]
[ 354.86384977  413.25821596]
[ 181.5  640. ]
[ 559.11442786  445.34825871]
[ 549.66666667  187.04242424]
[ 306.13605442  182.7414966 ]
[ 409.37356322  593.16666667]
[ 351.56613757  656.31216931]
[ 348.25120773  397.4589372 ]
[ 330.85714286  524.5       ]
[ 359.53030303  379.72727273]
[ 462.2952381   623.80952381]
[ 655.04918033  219.25136612]
[ 686.84285714  217.        ]
[ 564.  534.]
[ 499.02259887  107.28248588]
[ 439.89617486  454.24590164]
[ 358.51173709  405.62910798]
[ 181.5  640. ]
[ 558.03333333  454.4       ]
[ 561.96174863  194.72677596]
[ 324.23030303  186.2969697 ]
[ 403.01092896  600.08196721]
[ 339.99404762  647.27380952]
[ 339.23497268  396.86885246]
[ 343.72955975  524.5408805 ]
[ 363.47953216  386.58479532]
[ 450.17333333  620.26666667]
[ 650.55555556  226.55555556]
[ 682.53125     200.27604167]
[ 581.5  538.5]
[ 494.3836478    84.88050314]
[ 428.4519774   454.88700565]
[ 370.95321637  395.16374269]
[ 181.5  640. ]
[ 555.85128205  464.5025641 ]
[ 574.44808743  201.89071038]
[ 343.08484848  194.91515152]
[ 400.5862069   602.39655172]
[ 327.71428571  642.85714286]
[ 336.25120773  403.29468599]
[ 359.5  528. ]
[ 361.46774194  386.87096774]
[ 432.68253968  616.79365079]
[ 634.82389937  230.40251572]
[ 672.65656566  190.98484848]
[ 594.31666667  538.13888889]
[ 498.14465409   67.82389937]
[ 411.43478261  459.74637681]
[ 384.77011494  384.10344828]
[ 181.5  640. ]
[ 551.5  475. ]
[ 585.88205128  211.23589744]
[ 360.62903226  206.93548387]
[ 401.49717514  601.89265537]
[ 320.64242424  632.6969697 ]
[ 328.13930348  409.15920398]
[ 374.77777778  527.08187135]
[ 359.80512821  398.93333333]
[ 418.94444444  604.75      ]
[ 617.93010753  226.12903226]
[ 670.22857143  178.45238095]
[ 606.5         543.60714286]
[ 509.53459119   60.00628931]
[ 390.5        457.7826087]
[ 398.04597701  373.87931034]
[ 181.5  640. ]
[ 546.48717949  482.79487179]
[ 591.36158192  219.28248588]
[ 373.93220339  219.1299435 ]
[ 403.19774011  599.5819209 ]
[ 320.36842105  618.3625731 ]
[ 312.60294118  409.75980392]
[ 391.18787879  533.07878788]
[ 356.88127854  414.85844749]
[ 409.17094017  589.8034188 ]
[ 607.75757576  220.79393939]
[ 662.20155039  169.34108527]
[ 615.70760234  551.16959064]
[ 508.15204678   54.39181287]
[ 371.2875817   451.55555556]
[ 407.   365.5]
[ 181.5  640. ]
[ 538.94444444  486.82716049]
[ 585.98275862  232.37931034]
[ 383.91515152  235.08484848]
[ 403.33879781  599.3989071 ]
[ 323.69651741  606.51243781]
[ 295.1352657   402.57004831]
[ 405.46666667  541.37575758]
[ 356.59770115  428.13793103]
[ 400.45  572.65]
[ 600.66666667  211.2972973 ]
[ 651.40096618  156.76328502]
[ 627.5  554. ]
[ 503.31313131   49.65656566]
[ 350.94708995  442.86772487]
[ 419.55151515  356.87878788]
[ 181.5  640. ]
[ 529.85185185  486.46296296]
[ 579.20987654  249.2962963 ]
[ 392.40935673  251.71345029]
[ 403.59393939  599.66060606]
[ 332.08333333  596.83333333]
[ 279.00483092  387.54589372]
[ 421.77987421  549.31446541]
[ 356.59887006  428.38418079]
[ 391.          559.22727273]
[ 591.94117647  194.82352941]
[ 642.16939891  141.20765027]
[ 640.80874317  562.1420765 ]
[ 484.95495495   43.93693694]
[ 332.5920398  435.4079602]
[ 431.50314465  363.74213836]
[ 181.5  640. ]
[ 519.65384615  488.33974359]
[ 571.59677419  264.19354839]
[ 398.3836478   268.52201258]
[ 403.55555556  599.77777778]
[ 343.97278912  594.97278912]
[ 270.36979167  371.375     ]
[ 434.16374269  558.46783626]
[ 356.   429.5]
[ 380.84496124  547.92248062]
[ 588.56451613  176.93548387]
[ 630.31609195  129.74137931]
[ 653.96296296  569.90740741]
[ 477.5   35.5]
[ 324.28855721  418.9800995 ]
[ 445.30769231  370.92307692]
[ 181.5  640. ]
[ 508.59393939  487.21212121]
[ 560.74193548  273.94623656]
[ 399.46327684  287.80225989]
[ 406.96551724  599.32758621]
[ 357.88  594.46]
[ 272.83760684  350.53846154]
[ 446.03846154  563.80769231]
[ 355.71212121  433.31818182]
[ 377.27272727  537.04545455]
[ 591.93785311  166.27683616]
[ 618.39285714  118.17857143]
[ 650.92424242  573.27272727]
[ 474.3655914    43.01075269]
[ 318.40625  400.375  ]
[ 459.75141243  377.11299435]
[ 181.5  640. ]
[ 497.87878788  485.39393939]
[ 550.43386243  285.05820106]
[ 391.92380952  303.71428571]
[ 411.23280423  602.88359788]
[ 367.89542484  597.47712418]
[ 279.35930736  330.64502165]
[ 458.29931973  564.58503401]
[ 353.17741935  438.25806452]
[ 390.63809524  530.60952381]
[ 592.44808743  160.46448087]
[ 609.94444444  110.38888889]
[ 639.96666667  581.35238095]
[ 452.49019608   51.78431373]
[ 317.29292929  382.96969697]
[ 472.62903226  387.93548387]
[ 181.5  640. ]
[ 487.25925926  483.90740741]
[ 538.08484848  295.95151515]
[ 383.78835979  319.2010582 ]
[ 411.42528736  601.36781609]
[ 377.93710692  600.44025157]
[ 289.31818182  311.27272727]
[ 464.10344828  559.43103448]
[ 348.71794872  439.28205128]
[ 404.82666667  529.66666667]
[ 597.7431694   151.17486339]
[ 594.27927928  105.47747748]
[ 626.15422886  591.93034826]
[ 434.9047619    53.52380952]
[ 322.83068783  361.86772487]
[ 483.01129944  397.75141243]
[ 181.5  640. ]
[ 479.03448276  479.72988506]
[ 523.88888889  301.87037037]
[ 371.8030303   330.01515152]
[ 421.7960199   603.17412935]
[ 388.34482759  604.46551724]
[ 303.44761905  293.44285714]
[ 474.81818182  555.13636364]
[ 337.15343915  444.31746032]
[ 417.16190476  528.8952381 ]
[ 598.53125   136.578125]
[ 589.24183007   93.86928105]
[ 615.05472637  602.49751244]
[ 416.35658915   46.71317829]
[ 330.37558685  343.7370892 ]
[ 491.92424242  403.42424242]
[ 181.5  640. ]
[ 472.2259887   474.70621469]
[ 511.07602339  298.69590643]
[ 359.3125   338.59375]
[ 433.63095238  611.60714286]
[ 390.4375   612.71875]
[ 318.18905473  278.30348259]
[ 474.43589744  555.00512821]
[ 337.50273224  444.24043716]
[ 416.68148148  536.62962963]
[ 596.66666667  126.54166667]
[ 576.52380952   87.87619048]
[ 602.20903955  609.14689266]
[ 399.88172043   38.56989247]
[ 327.75111111  327.58222222]
[ 489.82587065  415.93532338]
[ 181.5  640. ]
[ 464.05641026  468.77435897]
[ 502.          288.44285714]
[ 344.67741935  344.11290323]
[ 443.82564103  620.51794872]
[ 385.58974359  624.08205128]
[ 336.53225806  265.75268817]
[ 473.33879781  555.20218579]
[ 338.85714286  444.13333333]
[ 416.  551.]
[ 587.62564103  110.77948718]
[ 563.72327044   77.71069182]
[ 590.0862069   614.33908046]
[ 382.15238095   39.56190476]
[ 332.19402985  308.11442786]
[ 486.43548387  429.77419355]
[ 181.5  640. ]
[ 456.11442786  460.15920398]
[ 490.49751244  277.64179104]
[ 331.17412935  344.69154229]
[ 447.30994152  624.32163743]
[ 379.14285714  635.92857143]
[ 355.16352201  256.67295597]
[ 473.64021164  555.08465608]
[ 339.79411765  444.55882353]
[ 411.32380952  567.0952381 ]
[ 582.12380952  112.53333333]
[ 548.88405797   76.02898551]
[ 576.58730159  618.37301587]
[ 371.25925926   38.09259259]
[ 340.55714286  290.25714286]
[ 486.02051282  441.08717949]
[ 181.5  640. ]
[ 450.1875  450.6875]
[ 481.5  265.5]
[ 317.76995305  341.35680751]
[ 447.72327044  624.49685535]
[ 372.67857143  646.42857143]
[ 375.5         251.63095238]
[ 473.82564103  554.60512821]
[ 340.52657005  444.18357488]
[ 399.88172043  575.33333333]
[ 570.11711712  122.09009009]
[ 532.55555556   74.38888889]
[ 563.35658915  620.62015504]
[ 352.43478261   45.74637681]
[ 353.19883041  274.87719298]
[ 484.1969697   452.60606061]
[ 181.5  640. ]
[ 444.73958333  440.125     ]
[ 478.28930818  257.68553459]
[ 302.45502646  335.02116402]
[ 441.62411348  630.60283688]
[ 363.98  653.84]
[ 395.79166667  252.61111111]
[ 477.44827586  549.32758621]
[ 337.0994152   436.41520468]
[ 383.17333333  580.33333333]
[ 552.05263158  119.81578947]
[ 524.58865248   59.35460993]
[ 547.91056911  622.47154472]
[ 330.94230769   46.53846154]
[ 370.   263.5]
[ 478.46560847  464.92592593]
[ 181.5  640. ]
[ 443.45273632  428.93532338]
[ 481.90860215  247.88709677]
[ 287.80888889  329.86222222]
[ 434.04575163  639.83660131]
[ 351.8   660.02]
[ 415.14814815  258.25308642]
[ 483.53051643  544.78403756]
[ 329.78014184  427.89361702]
[ 364.65        582.78333333]
[ 539.75956284  108.2568306 ]
[ 516.49425287   49.95402299]
[ 534.70833333  619.52777778]
[ 316.26553672   55.4180791 ]
[ 375.98870056  259.11299435]
[ 470.09375  476.28125]
[ 181.5  640. ]
[ 446.32758621  418.5862069 ]
[ 491.17486339  237.92896175]
[ 273.5462963   321.95833333]
[ 427.92261905  649.39285714]
[ 340.11538462  660.46153846]
[ 433.06666667  264.16666667]
[ 491.61502347  534.9342723 ]
[ 341.22222222  425.37426901]
[ 348.32183908  579.91954023]
[ 527.15517241   93.48275862]
[ 506.82795699   43.17204301]
[ 524.35185185  614.44444444]
[ 298.75163399   68.08496732]
[ 382.60818713  257.26900585]
[ 461.42937853  484.75141243]
[ 181.5  640. ]
[ 452.98333333  409.1       ]
[ 502.10928962  230.64480874]
[ 267.8647343   307.42995169]
[ 420.81410256  661.50641026]
[ 328.31034483  655.60344828]
[ 449.  276.]
[ 505.48275862  528.63793103]
[ 356.89617486  421.17486339]
[ 333.06666667  576.04761905]
[ 517.23076923   77.11538462]
[ 490.8    44.95]
[ 515.30065359  607.62091503]
[ 280.21428571   69.60119048]
[ 390.43888889  271.17777778]
[ 451.47916667  492.02083333]
[ 181.5  640. ]
[ 460.62068966  400.74137931]
[ 513.96428571  225.57142857]
[ 266.34972678  293.36612022]
[ 417.99305556  667.70833333]
[ 315.42857143  651.60714286]
[ 460.77956989  289.77419355]
[ 524.36206897  520.90804598]
[ 375.55151515  420.71515152]
[ 319.3  567. ]
[ 507.27878788   63.3030303 ]
[ 473.29166667   44.09722222]
[ 506.12962963  601.07407407]
[ 263.24858757   63.63841808]
[ 401.36410256  287.53333333]
[ 443.02962963  490.19259259]
[ 181.5  640. ]
[ 469.54  394.38]
[ 524.75        225.14880952]
[ 264.24888889  277.20888889]
[ 417.   668.5]
[ 303.63333333  644.93333333]
[ 469.51741294  305.58706468]
[ 544.46892655  512.75141243]
[ 396.07650273  423.7431694 ]
[ 306.53488372  554.86821705]
[ 508.42857143   60.71428571]
[ 465.52380952   35.02380952]
[ 498.16939891  590.20765027]
[ 248.91194969   68.94968553]
[ 410.37096774  304.22580645]
[ 431.6   484.98]
[ 181.5  640. ]
[ 480.15503876  392.24031008]
[ 536.5408805   226.63522013]
[ 265.64319249  260.28638498]
[ 416.67479675  668.99186992]
[ 291.95321637  637.41520468]
[ 470.71186441  322.39548023]
[ 562.75661376  503.89417989]
[ 408.375    440.71875]
[ 295.45390071  543.18439716]
[ 503.40935673   52.95906433]
[ 451.29166667   32.66666667]
[ 492.3   577.04]
[ 232.33939394   69.40606061]
[ 416.69651741  323.03482587]
[ 420.88461538  481.23717949]
[ 181.5  640. ]
[ 487.76719577  395.1957672 ]
[ 549.23899371  230.13836478]
[ 270.30917874  245.38647343]
[ 416.73684211  669.        ]
[ 282.14705882  627.89705882]
[ 469.08333333  340.02777778]
[ 579.74863388  497.46448087]
[ 418.33870968  460.48387097]
[ 286.26241135  527.84397163]
[ 488.83809524   51.56190476]
[ 436.21505376   26.33333333]
[ 487.28855721  561.9800995 ]
[ 225.72222222   78.58796296]
[ 422.63387978  341.44808743]
[ 412.38690476  475.61309524]
[ 181.5  640. ]
[ 496.76666667  397.16666667]
[ 560.20833333  232.51388889]
[ 283.23899371  238.18238994]
[ 416.64705882  669.29411765]
[ 271.98095238  618.28571429]
[ 464.82513661  355.10382514]
[ 593.61111111  485.24242424]
[ 430.4         474.16666667]
[ 280.375  512.25 ]
[ 473.13043478   44.45652174]
[ 421.5         26.2962963]
[ 491.40322581  551.37634409]
[ 212.04040404   90.25757576]
[ 425.46969697  363.84848485]
[ 403.56613757  469.18518519]
[ 181.5  640. ]
[ 507.72413793  397.32758621]
[ 568.33870968  236.90322581]
[ 298.06666667  230.06666667]
[ 416.35        667.68333333]
[ 262.37878788  607.52525253]
[ 464.66120219  368.15300546]
[ 607.97385621  475.4379085 ]
[ 439.46774194  492.25806452]
[ 275.11851852  496.92592593]
[ 464.83703704   50.32592593]
[ 404.46666667   24.8       ]
[ 501.01092896  540.45355191]
[ 198.02857143   99.27142857]
[ 424.04411765  385.70588235]
[ 398.94179894  461.99470899]
[ 181.5  640. ]
[ 520.01169591  397.30409357]
[ 577.05164319  246.0657277 ]
[ 313.625       225.60714286]
[ 407.18181818  656.59090909]
[ 250.31555556  599.11555556]
[ 462.01877934  380.24413146]
[ 624.95480226  471.67231638]
[ 440.14754098  511.03825137]
[ 268.67407407  482.63703704]
[ 449.43478261   63.36956522]
[ 392.0620155    22.66666667]
[ 511.67307692  538.98076923]
[ 187.8034188   109.52136752]
[ 417.42512077  404.09178744]
[ 394.62365591  451.97311828]
[ 181.5  640. ]
[ 532.11299435  400.34463277]
[ 584.35294118  255.85294118]
[ 325.94444444  222.67283951]
[ 396.5   646.25]
[ 240.72222222  588.08333333]
[ 457.32394366  393.97652582]
[ 639.13333333  465.31282051]
[ 429.9         528.76666667]
[ 262.42  468.2 ]
[ 431.38095238   65.54761905]
[ 377.16190476   32.1047619 ]
[ 523.  541.]
[ 175.89029536  122.07172996]
[ 410.43010753  423.67741935]
[ 389.10606061  443.3989899 ]
[ 181.5  640. ]
[ 543.74863388  407.20218579]
[ 591.77604167  267.609375  ]
[ 341.7962963   225.64197531]
[ 389.35  634.1 ]
[ 232.72380952  576.97619048]
[ 446.87978142  403.92896175]
[ 647.40625  457.5625 ]
[ 418.86111111  547.99444444]
[ 263.5037037  452.1037037]
[ 411.18803419   60.83760684]
[ 357.38095238   36.01904762]
[ 533.67479675  537.55284553]
[ 160.42288557  126.2039801 ]
[ 403.38974359  443.79487179]
[ 382.64141414  436.53030303]
[ 181.5  640. ]
[ 554.33823529  413.83823529]
[ 596.16931217  278.42328042]
[ 355.6         232.06666667]
[ 396.44827586  628.66666667]
[ 226.98484848  564.12121212]
[ 435.28125     410.34895833]
[ 650.03571429  454.3015873 ]
[ 404.14814815  564.88888889]
[ 273.81196581  445.68376068]
[ 394.02614379   62.5620915 ]
[ 341.61363636   33.5       ]
[ 548.36        536.58666667]
[ 150.57854406  130.76628352]
[ 391.79032258  460.90322581]
[ 378.25128205  428.77435897]
[ 181.5  640. ]
[ 560.77294686  423.58937198]
[ 602.23497268  288.46448087]
[ 366.16384181  243.2259887 ]
[ 407.34482759  626.11494253]
[ 224.65027322  550.90710383]
[ 421.02614379  410.53594771]
[ 649.39662447  440.17299578]
[ 390.83625731  579.46783626]
[ 288.58823529  444.32352941]
[ 374.42   65.66]
[ 325.875   29.825]
[ 563.98742138  537.72327044]
[ 139.4  145.3]
[ 374.10714286  471.85714286]
[ 376.05376344  419.12903226]
[ 181.5  640. ]
[ 566.5         436.69444444]
[ 604.16431925  298.85446009]
[ 375.7   255.55]
[ 418.68361582  631.74576271]
[ 223.84375  535.875  ]
[ 407.34615385  412.61538462]
[ 659.          423.22058824]
[ 370.25        588.35714286]
[ 304.81196581  449.4017094 ]
[ 356.42962963   61.05925926]
[ 316.0952381    34.88095238]
[ 577.0952381   538.05442177]
[ 132.16078431  162.5254902 ]
[ 353.81666667  478.18333333]
[ 373.55555556  409.48484848]
[ 181.5  640. ]
[ 567.94977169  450.63926941]
[ 604.46969697  313.15151515]
[ 383.00529101  271.08994709]
[ 429.43209877  639.95679012]
[ 229.11290323  524.41935484]
[ 393.07909605  415.51977401]
[ 672.87387387  408.06756757]
[ 350.   595.5]
[ 319.79411765  455.        ]
[ 345.07692308   64.76923077]
[ 299.66666667   41.28735632]
[ 587.48148148  536.34074074]
[ 119.42288557  172.02487562]
[ 333.25   479.375]
[ 376.59064327  398.71345029]
[ 181.5  640. ]
[ 565.14975845  464.5410628 ]
[ 605.4375  324.    ]
[ 386.32142857  286.21428571]
[ 435.76470588  654.28104575]
[ 238.8128655   511.93567251]
[ 378.91194969  416.83647799]
[ 685.22395833  395.22395833]
[ 329.76785714  594.7797619 ]
[ 329.17730496  462.43262411]
[ 326.84482759   71.39655172]
[ 283.95238095   41.27619048]
[ 599.   534.5]
[ 108.30196078  176.89803922]
[ 312.48587571  477.19774011]
[ 377.48538012  388.71345029]
[ 181.5  640. ]
[ 562.02314815  477.33333333]
[ 606.89265537  335.48022599]
[ 387.28813559  300.39548023]
[ 438.73611111  667.38888889]
[ 250.52564103  508.44871795]
[ 366.27513228  411.2962963 ]
[ 693.69166667  385.6625    ]
[ 309.37575758  593.86060606]
[ 328.27777778  464.52380952]
[ 310.07407407   67.68518519]
[ 268.63809524   40.64761905]
[ 611.35220126  531.62264151]
[ 101.7875      189.63333333]
[ 294.37179487  467.24358974]
[ 382.04242424  380.71515152]
[ 181.5  640. ]
[ 556.5         490.08333333]
[ 600.05464481  343.58469945]
[ 380.65151515  312.90909091]
[ 439.44217687  670.37414966]
[ 259.4180791   512.75141243]
[ 358.44131455  399.55868545]
[ 698.72380952  386.94285714]
[ 290.87064677  588.039801  ]
[ 326.44736842  473.47368421]
[ 300.91919192   56.78787879]
[ 252.38271605   43.97530864]
[ 622.5  534. ]
[  91.27715356  203.52434457]
[ 277.33333333  455.27222222]
[ 390.97385621  379.03267974]
[ 181.5  640. ]
[ 549.07575758  500.48484848]
[ 592.13793103  346.98275862]
[ 377.56451613  326.64516129]
[ 439.4822695   670.81560284]
[ 271.5         522.83854167]
[ 357.49253731  384.48258706]
[ 697.83966245  386.92827004]
[ 279.9137931   573.13793103]
[ 319.38518519  487.2962963 ]
[ 301.32624113   58.79432624]
[ 242.7037037    44.12962963]
[ 639.44217687  536.17687075]
[  77.79365079  213.55952381]
[ 264.61691542  441.27860697]
[ 402.82  378.08]
[ 181.5  640. ]
[ 539.77272727  510.40909091]
[ 575.75141243  350.8700565 ]
[ 370.76666667  339.        ]
[ 440.21014493  670.03623188]
[ 281.19354839  530.3172043 ]
[ 359.3047619   367.97142857]
[ 692.86069652  383.75124378]
[ 270.30392157  557.32352941]
[ 307.9009009   496.79279279]
[ 289.23129252   68.01360544]
[ 234.42592593   53.75308642]
[ 651.69651741  542.27363184]
[  76.6025641   222.05128205]
[ 251.88557214  427.4278607 ]
[ 411.62962963  381.65432099]
[ 181.5  640. ]
[ 531.67741935  520.14516129]
[ 562.34375  354.9375 ]
[ 366.10294118  358.51960784]
[ 442.05555556  665.55555556]
[ 292.07909605  533.02259887]
[ 363.33870968  343.22580645]
[ 684.44632768  386.6779661 ]
[ 260.56451613  542.62903226]
[ 295.33333333  503.39784946]
[ 272.07142857   66.11309524]
[ 219.38888889   60.88888889]
[ 655.47222222  554.41666667]
[  70.74485597  234.69547325]
[ 250.28138528  409.33333333]
