0 [ 245.5  616. ]
6 [ 308.05555556  564.83333333]
7 [ 274.53439153  306.67195767]
8 [ 404.45128205  545.02051282]
9 [ 499.63333333  526.53333333]
10 [ 679.          474.71052632]
11 [ 335.00854701  698.82905983]
12 [ 600.29032258  183.0483871 ]
13 [ 510.50314465  400.46540881]
14 [ 446.27927928  321.72072072]
15 [ 181.5  640. ]
0 [ 590.9030303   346.71515152]
1 [ 546.75862069  249.9137931 ]
2 [ 206.56306306  233.66216216]
3 [ 258.49206349  548.91534392]
4 [ 463.16666667  693.55555556]
5 [ 288.92349727  224.55191257]
6 [ 308.05555556  576.34848485]
7 [ 274.71875  306.25   ]
8 [ 390.83040936  529.46783626]
9 [ 510.94285714  515.58571429]
10 [ 670.83333333  467.03947368]
11 [ 336.09259259  700.74074074]
12 [ 590.32142857  168.39285714]
13 [ 518.14285714  395.20634921]
14 [ 440.6462585   313.60544218]
15 [ 181.5  640. ]
0 [ 593.89300412  352.84773663]
1 [ 526.03333333  235.4       ]
2 [ 208.41269841  233.95767196]
3 [ 253.39655172  538.27586207]
4 [ 447.0952381   694.32380952]
5 [ 303.2  217.9]
6 [ 292.14285714  582.07142857]
7 [ 274.37198068  306.46859903]
8 [ 379.44632768  513.1920904 ]
9 [ 523.94527363  501.21890547]
10 [ 666.67965368  452.76190476]
11 [ 339.03546099  711.68794326]
12 [ 581.14465409  155.91194969]
13 [ 529.60544218  393.23129252]
14 [ 442.28368794  305.14184397]
15 [ 181.5  640. ]
0 [ 595.47555556  364.47111111]
1 [ 506.82513661  223.63387978]
2 [ 217.05820106  227.42328042]
3 [ 249.23497268  526.43715847]
4 [ 426.16161616  693.05050505]
5 [ 312.66666667  209.64676617]
6 [ 272.57142857  588.35714286]
7 [ 273.05164319  307.44131455]
8 [ 368.43548387  495.87634409]
9 [ 537.5    491.125]
10 [ 671.37089202  438.23004695]
11 [ 350.82666667  706.82666667]
12 [ 571.92592593  150.2037037 ]
13 [ 541.94444444  397.79166667]
14 [ 447.84552846  291.47154472]
15 [ 181.5  640. ]
0 [ 597.58823529  377.10294118]
1 [ 491.2020202   209.78787879]
2 [ 232.01190476  212.85119048]
3 [ 249.53846154  513.69230769]
4 [ 408.25  689.45]
5 [ 325.28888889  202.33888889]
6 [ 252.68027211  593.13605442]
7 [ 271.59393939  308.15757576]
8 [ 360.16931217  478.64550265]
9 [ 553.8125  486.5   ]
10 [ 683.3         435.46666667]
11 [ 365.46428571  707.57142857]
12 [ 557.72108844  142.05442177]
13 [ 552.48888889  406.87111111]
14 [ 453.26495726  278.44444444]
15 [ 181.5  640. ]
0 [ 598.5  389.5]
1 [ 479.93567251  193.22222222]
2 [ 250.83333333  198.62643678]
3 [ 256.31944444  500.25694444]
4 [ 390.31205674  687.96453901]
5 [ 341.67241379  196.89655172]
6 [ 236.875       593.63095238]
7 [ 270.30718954  309.29411765]
8 [ 359.81182796  463.38709677]
9 [ 566.76502732  488.89071038]
10 [ 696.24731183  430.37096774]
11 [ 379.   712.5]
12 [ 549.95597484  133.98742138]
13 [ 557.44444444  419.51515152]
14 [ 453.71212121  272.27272727]
15 [ 181.5  640. ]
0 [ 597.55251142  396.59360731]
1 [ 475.26900585  179.25146199]
2 [ 268.58169935  187.48366013]
3 [ 264.          489.20833333]
4 [ 376.83703704  682.96296296]
5 [ 359.44217687  197.17687075]
6 [ 227.64646465  599.02525253]
7 [ 267.48309179  310.9178744 ]
8 [ 367.86363636  445.6969697 ]
9 [ 579.70967742  490.72580645]
10 [ 696.40243902  423.85772358]
11 [ 390.9375  716.1875]
12 [ 555.40935673  128.53216374]
13 [ 556.95897436  435.96410256]
14 [ 453.63703704  272.65185185]
15 [ 181.5  640. ]
0 [ 592.73631841  403.81094527]
1 [ 480.88888889  161.94771242]
2 [ 288.    178.25]
3 [ 273.66666667  479.56737589]
4 [ 362.35028249  673.09039548]
5 [ 373.89655172  202.06896552]
6 [ 222.61764706  602.58333333]
7 [ 265.58215962  316.13615023]
8 [ 379.5  429.5]
9 [ 585.47488584  498.12328767]
10 [ 700.43621399  411.96707819]
11 [ 399.76811594  705.33333333]
12 [ 552.27860697  131.07960199]
13 [ 552.68181818  455.36363636]
14 [ 455.21428571  274.03571429]
15 [ 181.5  640. ]
0 [ 585.0913242   414.30593607]
1 [ 483.19393939  148.52121212]
2 [ 312.17610063  172.59748428]
3 [ 282.5  475.5]
4 [ 348.86549708  662.46783626]
5 [ 391.   208.5]
6 [ 223.35978836  602.29100529]
7 [ 260.9543379   315.96803653]
8 [ 394.37931034  418.39655172]
9 [ 594.2962963   494.36507937]
10 [ 701.91570881  412.66283525]
11 [ 412.5  699. ]
12 [ 561.44117647  143.82352941]
13 [ 545.71980676  473.38164251]
14 [ 456.49305556  280.20833333]
15 [ 181.5  640. ]
0 [ 577.00520833  426.890625  ]
1 [ 493.79234973  136.38797814]
2 [ 333.33939394  172.13939394]
3 [ 290.38562092  468.62091503]
4 [ 334.95628415  649.64480874]
5 [ 405.34482759  214.46551724]
6 [ 228.9516129   611.51612903]
7 [ 259.04329004  317.55411255]
8 [ 411.          415.05172414]
9 [ 607.60714286  483.57142857]
10 [ 700.22222222  413.23555556]
11 [ 426.78571429  699.03571429]
12 [ 572.31818182  158.51515152]
13 [ 534.22413793  488.62068966]
14 [ 464.10869565  293.17391304]
15 [ 181.5  640. ]
0 [ 567.28855721  437.39800995]
1 [ 509.09615385  131.51923077]
2 [ 350.32142857  185.07142857]
3 [ 300.69642857  467.63690476]
4 [ 322.75621891  635.75621891]
5 [ 419.35672515  223.76608187]
6 [ 241.71751412  619.95480226]
7 [ 257.437751    320.74297189]
8 [ 419.96296296  408.65608466]
9 [ 623.94535519  476.20218579]
10 [ 693.51515152  422.72294372]
11 [ 430.82608696  693.91304348]
12 [ 579.43274854  175.71345029]
13 [ 521.66666667  498.68518519]
14 [ 471.34057971  310.08695652]
15 [ 181.5  640. ]
0 [ 558.80645161  447.56451613]
1 [ 525.32679739  130.90849673]
2 [ 365.79393939  201.66060606]
3 [ 311.92857143  462.57142857]
4 [ 315.98333333  621.1       ]
5 [ 429.02515723  238.50314465]
6 [ 251.82258065  630.96774194]
7 [ 249.44715447  332.70325203]
8 [ 432.71428571  396.17857143]
9 [ 635.97660819  471.74269006]
10 [ 686.56565657  434.07575758]
11 [ 435.02272727  682.22727273]
12 [ 580.84615385  194.96153846]
13 [ 509.73856209  511.24836601]
14 [ 475.23703704  327.83703704]
15 [ 181.5  640. ]
0 [ 550.4         456.02777778]
1 [ 541.30894309  132.72357724]
2 [ 378.92517007  221.38095238]
3 [ 323.28  462.06]
4 [ 321.67241379  607.68965517]
5 [ 427.43169399  251.86338798]
6 [ 260.95454545  646.3030303 ]
7 [ 238.30452675  345.40329218]
8 [ 449.36  387.38]
9 [ 646.15525114  466.87214612]
10 [ 680.43137255  445.75      ]
11 [ 446.76923077  672.42307692]
12 [ 568.67375887  208.24822695]
13 [ 490.79084967  514.45751634]
14 [ 479.8962963   343.80740741]
15 [ 181.5  640. ]
0 [ 538.98742138  462.59119497]
1 [ 557.13605442  135.7414966 ]
2 [ 387.40606061  241.59393939]
3 [ 334.16312057  471.11347518]
4 [ 331.88690476  592.03571429]
5 [ 422.28787879  267.36363636]
6 [ 268.32098765  665.56790123]
7 [ 220.94117647  359.14705882]
8 [ 467.16091954  385.5       ]
9 [ 655.23529412  457.84313725]
10 [ 672.63461538  456.46153846]
11 [ 461.  673.]
12 [ 553.98717949  215.27564103]
13 [ 471.875       517.60714286]
14 [ 478.34722222  360.75      ]
15 [ 181.5  640. ]
0 [ 527.375       466.95833333]
1 [ 572.47916667  142.41666667]
2 [ 392.46666667  263.1       ]
3 [ 340.63030303  478.32121212]
4 [ 347.0130719  581.5620915]
5 [ 414.46969697  281.84848485]
6 [ 280.64848485  677.76969697]
7 [ 204.08888889  370.24888889]
8 [ 483.62585034  386.3877551 ]
9 [ 661.34703196  445.93607306]
10 [ 671.33333333  457.94557823]
11 [ 470.36956522  670.08695652]
12 [ 539.91194969  224.53459119]
13 [ 452.41666667  517.30555556]
14 [ 472.45  371.75]
15 [ 181.5  640. ]
0 [ 514.90804598  469.85632184]
1 [ 584.44632768  152.40112994]
2 [ 388.18965517  281.20689655]
3 [ 347.77380952  491.58333333]
4 [ 362.85714286  582.86507937]
5 [ 408.65608466  293.64021164]
6 [ 282.68452381  677.07142857]
7 [ 186.54285714  382.24285714]
8 [ 499.80357143  392.42857143]
9 [ 669.13963964  433.40990991]
10 [ 671.05031447  458.06289308]
11 [ 480.52592593  660.57037037]
12 [ 525.    229.82]
13 [ 432.20915033  513.63398693]
14 [ 486.975       377.69166667]
15 [ 181.5  640. ]
0 [ 502.0070922   469.63120567]
1 [ 589.91935484  167.93548387]
2 [ 382.91919192  298.27272727]
3 [ 351.32026144  502.51633987]
4 [ 376.8  588. ]
5 [ 400.53333333  300.37222222]
6 [ 275.2173913   679.02898551]
7 [ 167.87179487  387.80769231]
8 [ 510.76666667  395.76666667]
9 [ 678.71861472  416.77056277]
10 [ 671.39583333  458.9375    ]
11 [ 495.59689922  656.96124031]
12 [ 516.95628415  225.66666667]
13 [ 414.52083333  507.58333333]
14 [ 504.75        383.91666667]
15 [ 181.5  640. ]
0 [ 493.26041667  465.734375  ]
1 [ 595.93785311  183.72316384]
2 [ 371.77272727  314.78787879]
3 [ 344.56284153  508.73224044]
4 [ 390.89285714  591.5       ]
5 [ 397.57142857  300.10714286]
6 [ 263.61788618  682.78861789]
7 [ 149.36318408  389.25870647]
8 [ 518.10877193  392.24912281]
9 [ 683.  403.]
10 [ 670.66666667  458.87820513]
11 [ 510.08943089  654.8699187 ]
12 [ 508.66129032  210.90322581]
13 [ 404.32768362  501.90960452]
14 [ 504.75        383.91666667]
15 [ 181.5  640. ]
0 [ 487.69651741  455.48756219]
1 [ 599.57142857  199.28571429]
2 [ 358.91428571  329.56190476]
3 [ 343.41975309  509.11111111]
4 [ 402.44086022  599.52688172]
5 [ 390.9516129   293.77419355]
6 [ 248.78571429  685.        ]
7 [ 140.7047619   378.62857143]
8 [ 527.73202614  390.66013072]
9 [ 677.5  393. ]
10 [ 667.61352657  455.09661836]
11 [ 527.5    656.875]
12 [ 501.96666667  191.76666667]
13 [ 405.61375661  497.29100529]
14 [ 520.7202381   397.97619048]
15 [ 181.5  640. ]
0 [ 481.75    442.8125]
1 [ 598.56666667  217.23333333]
2 [ 340.84285714  341.41428571]
3 [ 340.54  497.36]
4 [ 412.86163522  601.76100629]
5 [ 379.34871795  284.73333333]
6 [ 236.56521739  694.36956522]
7 [ 138.97119342  359.00411523]
8 [ 544.08148148  405.82962963]
9 [ 678.21171171  378.78378378]
10 [ 659.77625571  440.11872146]
11 [ 542.15602837  657.03546099]
12 [ 500.14871795  176.37435897]
13 [ 408.71957672  487.08994709]
14 [ 519.64251208  409.70531401]
15 [ 181.5  640. ]
0 [ 477.18965517  428.79310345]
1 [ 595.74269006  232.04093567]
2 [ 325.16129032  348.66129032]
3 [ 350.22988506  486.70689655]
4 [ 426.86363636  598.87121212]
5 [ 364.56284153  274.69945355]
6 [ 236.43478261  693.36956522]
7 [ 142.00966184  338.19806763]
8 [ 552.5  421. ]
9 [ 684.6010929   367.01092896]
10 [ 647.42982456  433.65789474]
11 [ 551.38461538  654.46153846]
12 [ 499.38624339  169.29100529]
13 [ 414.  472.]
14 [ 520.984375  422.875   ]
15 [ 181.5  640. ]
0 [ 476.38624339  418.29100529]
1 [ 590.34502924  247.22222222]
2 [ 306.12254902  352.75      ]
3 [ 363.73076923  476.23076923]
4 [ 441.97484277  602.36477987]
5 [ 352.2259887   268.29378531]
6 [ 231.18128655  680.69590643]
7 [ 146.86757991  319.19634703]
8 [ 568.51937984  430.65891473]
9 [ 687.8649789  367.0464135]
10 [ 647.52857143  420.57142857]
11 [ 555.64  649.46]
12 [ 497.32  171.82]
13 [ 417.67724868  458.47089947]
14 [ 521.09375  435.96875]
15 [ 181.5  640. ]
0 [ 476.01612903  407.61290323]
1 [ 583.97740113  263.07909605]
2 [ 285.56284153  353.55191257]
3 [ 376.  480.]
4 [ 455.79781421  606.58469945]
5 [ 342.55367232  269.54237288]
6 [ 219.70114943  665.34482759]
7 [ 158.54852321  299.00843882]
8 [ 580.65  445.5 ]
9 [ 678.36486486  362.51351351]
10 [ 652.89393939  404.12121212]
11 [ 564.41085271  644.37984496]
12 [ 483.66666667  169.91025641]
13 [ 419.39655172  449.62068966]
14 [ 515.88205128  451.26666667]
15 [ 181.5  640. ]
0 [ 482.5        396.5862069]
1 [ 577.40136054  278.46258503]
2 [ 265.94285714  349.41428571]
3 [ 388.79532164  487.57309942]
4 [ 468.65536723  612.66666667]
5 [ 342.83333333  272.41428571]
6 [ 212.16931217  653.86243386]
7 [ 172.71428571  279.64761905]
8 [ 593.60283688  458.87943262]
9 [ 674.32478632  346.67948718]
10 [ 664.66129032  389.70967742]
11 [ 573.90960452  646.64971751]
12 [ 468.3         161.73333333]
13 [ 414.24479167  439.75      ]
14 [ 508.66666667  468.00529101]
15 [ 181.5  640. ]
0 [ 493.0141844   387.58865248]
1 [ 564.75        282.31410256]
2 [ 248.13513514  343.68918919]
3 [ 400.77777778  497.80246914]
4 [ 473.24867725  619.95767196]
5 [ 343.39906103  274.01877934]
6 [ 207.27604167  642.5       ]
7 [ 189.15625     264.64583333]
8 [ 607.09401709  472.8034188 ]
9 [ 678.82222222  334.89777778]
10 [ 658.15196078  380.05392157]
11 [ 579.97660819  651.76023392]
12 [ 455.16384181  155.03954802]
13 [ 413.625    439.28125]
14 [ 498.65625  483.96875]
15 [ 181.5  640. ]
0 [ 506.35416667  382.625     ]
1 [ 551.14124294  280.1299435 ]
2 [ 233.57142857  332.32539683]
3 [ 411.88461538  505.76923077]
4 [ 472.30065359  632.73202614]
5 [ 343.66183575  275.29468599]
6 [ 209.69354839  624.64516129]
7 [ 207.74137931  255.32758621]
8 [ 614.125  491.325]
9 [ 678.48309179  326.9178744 ]
10 [ 654.47368421  365.10526316]
11 [ 577.93103448  645.64367816]
12 [ 441.7704918   140.83060109]
13 [ 412.23333333  442.79444444]
14 [ 482.16374269  489.20467836]
15 [ 181.5  640. ]
0 [ 517.20915033  379.77124183]
1 [ 536.8128655   277.66081871]
2 [ 225.29279279  316.45945946]
3 [ 421.94179894  514.43386243]
4 [ 467.02424242  644.64848485]
5 [ 344.1  278.8]
6 [ 214.44808743  605.79234973]
7 [ 223.0952381   249.50340136]
8 [ 613.0530303   507.93181818]
9 [ 677.20512821  317.16666667]
10 [ 663.21857923  349.36612022]
11 [ 570.78947368  641.        ]
12 [ 436.54726368  131.23383085]
13 [ 411.42138365  443.21383648]
14 [ 464.64814815  494.32716049]
15 [ 181.5  640. ]
0 [ 528.13605442  378.39455782]
1 [ 523.44230769  269.42307692]
2 [ 217.98529412  297.60294118]
3 [ 429.17222222  524.34444444]
4 [ 461.09615385  653.92307692]
5 [ 344.30348259  279.06467662]
6 [ 217.60386473  588.41062802]
7 [ 236.07407407  255.53703704]
8 [ 601.02173913  522.86956522]
9 [ 669.39473684  303.13157895]
10 [ 672.85128205  343.68205128]
11 [ 559.31007752  634.08527132]
12 [ 445.046875    118.42708333]
13 [ 412.9         444.19444444]
14 [ 447.02614379  495.53594771]
15 [ 181.5  640. ]
0 [ 537.78616352  376.81761006]
1 [ 510.36666667  262.53333333]
2 [ 216.16666667  278.5       ]
3 [ 435.50282486  535.5480226 ]
4 [ 453.60869565  664.7173913 ]
5 [ 338.94736842  313.70175439]
6 [ 220.96618357  569.66183575]
7 [ 251.75816993  265.41830065]
8 [ 587.28472222  537.88888889]
9 [ 671.  288.]
10 [ 687.69642857  333.125     ]
11 [ 541.18518519  626.52592593]
12 [ 460.43262411  105.0070922 ]
13 [ 413.51322751  444.55026455]
14 [ 432.12  489.62]
15 [ 181.5  640. ]
0 [ 547.88304094  379.35672515]
1 [ 502.91282051  253.65128205]
2 [ 214.47222222  260.34722222]
3 [ 441.39506173  545.38271605]
4 [ 448.23030303  675.04848485]
5 [ 337.03571429  313.10714286]
6 [ 228.48022599  551.94350282]
7 [ 271.78  268.88]
8 [ 570.34188034  549.05982906]
9 [ 676.12857143  274.77142857]
10 [ 695.95714286  321.97142857]
11 [ 524.51412429  614.70621469]
12 [ 479.03100775   99.31007752]
13 [ 414.67241379  446.5862069 ]
14 [ 423.63387978  476.98907104]
15 [ 181.5  640. ]
0 [ 556.73333333  382.17222222]
1 [ 498.10928962  242.2568306 ]
2 [ 216.44444444  242.02777778]
3 [ 440.67857143  553.30952381]
4 [ 438.65789474  685.55263158]
5 [ 336.88461538  312.92307692]
6 [ 235.5625   534.15625]
7 [ 292.99371069  275.87421384]
8 [ 557.40909091  562.72727273]
9 [ 678.92018779  260.91079812]
10 [ 704.35135135  308.58108108]
11 [ 513.56060606  601.27272727]
12 [ 500.56521739   99.45652174]
13 [ 414.93567251  447.74853801]
14 [ 417.81034483  463.37931034]
15 [ 181.5  640. ]
0 [ 564.44285714  387.06190476]
1 [ 498.61111111  229.22222222]
2 [ 222.95454545  228.6969697 ]
3 [ 433.11538462  562.76923077]
4 [ 425.57142857  683.45238095]
5 [ 339.04402516  314.35220126]
6 [ 247.25        524.03571429]
7 [ 313.79084967  277.60130719]
8 [ 548.15503876  577.03875969]
9 [ 683.11428571  247.5       ]
10 [ 700.99111111  300.55111111]
11 [ 506.5625  584.6875]
12 [ 517.64285714  107.14880952]
13 [ 416.94771242  447.22875817]
14 [ 411.90849673  461.64052288]
15 [ 181.5  640. ]
0 [ 563.77294686  392.647343  ]
1 [ 503.19125683  216.18579235]
2 [ 231.24154589  214.29951691]
3 [ 424.38787879  571.33939394]
4 [ 413.39316239  680.35042735]
5 [ 348.59487179  322.77435897]
6 [ 262.79166667  524.58333333]
7 [ 333.86666667  288.35151515]
8 [ 535.85714286  590.51587302]
9 [ 683.52511416  248.53881279]
10 [ 695.0995671   287.66666667]
11 [ 502.49758454  568.09178744]
12 [ 528.03571429  110.50595238]
13 [ 417.25925926  447.94444444]
14 [ 397.76969697  458.12121212]
15 [ 181.5  640. ]
0 [ 561.80092593  404.27777778]
1 [ 507.76923077  203.5       ]
2 [ 241.73039216  198.79411765]
3 [ 421.375       578.68452381]
4 [ 401.11851852  675.57037037]
5 [ 359.35585586  339.63513514]
6 [ 280.14285714  527.03571429]
7 [ 350.18333333  304.25      ]
8 [ 517.8   596.95]
9 [ 676.41125541  244.27705628]
10 [ 699.84375  268.09375]
11 [ 507.76470588  552.61764706]
12 [ 528.24242424  110.80808081]
13 [ 447.74829932  452.63265306]
14 [ 384.65555556  451.33333333]
15 [ 181.5  640. ]
0 [ 561.56666667  414.23333333]
1 [ 514.19496855  192.28930818]
2 [ 255.41935484  185.98387097]
3 [ 413.82485876  584.48587571]
4 [ 389.32  671.62]
5 [ 366.25462963  358.23148148]
6 [ 294.76666667  525.39444444]
7 [ 360.12068966  323.37931034]
8 [ 501.89333333  596.45333333]
9 [ 671.55868545  232.00469484]
10 [ 702.62254902  257.47058824]
11 [ 515.82051282  536.52820513]
12 [ 519.59259259  117.25925926]
13 [ 449.07526882  458.46236559]
14 [ 371.13333333  438.57948718]
15 [ 181.5  640. ]
0 [ 562.54726368  424.06467662]
1 [ 524.68361582  186.57062147]
2 [ 271.41666667  177.77380952]
3 [ 408.73939394  587.86666667]
4 [ 375.82608696  667.67391304]
5 [ 368.5         375.83809524]
6 [ 306.92857143  520.46428571]
7 [ 366.12903226  342.74193548]
8 [ 487.89285714  602.67857143]
9 [ 669.69270833  224.59375   ]
10 [ 695.21256039  241.22705314]
11 [ 529.  530.]
12 [ 507.27927928  125.73873874]
13 [ 452.38709677  456.75268817]
14 [ 359.20555556  425.81666667]
15 [ 181.5  640. ]
0 [ 561.95169082  434.62801932]
1 [ 538.91304348  183.45652174]
2 [ 288.98742138  176.72327044]
3 [ 408.67973856  588.0130719 ]
4 [ 363.4137931   663.44252874]
5 [ 357.77142857  392.44285714]
6 [ 318.85714286  521.07142857]
7 [ 366.51322751  363.78306878]
8 [ 474.72072072  613.26126126]
9 [ 659.14367816  221.87931034]
10 [ 696.77142857  225.83809524]
11 [ 546.67973856  531.32026144]
12 [ 504.27210884  120.19727891]
13 [ 450.5721393   456.52736318]
14 [ 354.86384977  413.25821596]
15 [ 181.5  640. ]
0 [ 559.11442786  445.34825871]
1 [ 549.66666667  187.04242424]
2 [ 306.13605442  182.7414966 ]
3 [ 409.37356322  593.16666667]
4 [ 351.56613757  656.31216931]
5 [ 348.25120773  397.4589372 ]
6 [ 330.85714286  524.5       ]
7 [ 359.53030303  379.72727273]
8 [ 462.2952381   623.80952381]
9 [ 655.04918033  219.25136612]
10 [ 686.84285714  217.        ]
11 [ 564.  534.]
12 [ 499.02259887  107.28248588]
13 [ 439.89617486  454.24590164]
14 [ 358.51173709  405.62910798]
15 [ 181.5  640. ]
0 [ 558.03333333  454.4       ]
1 [ 561.96174863  194.72677596]
2 [ 324.23030303  186.2969697 ]
3 [ 403.01092896  600.08196721]
4 [ 339.99404762  647.27380952]
5 [ 339.23497268  396.86885246]
6 [ 343.72955975  524.5408805 ]
7 [ 363.47953216  386.58479532]
8 [ 450.17333333  620.26666667]
9 [ 650.55555556  226.55555556]
10 [ 682.53125     200.27604167]
11 [ 581.5  538.5]
12 [ 494.3836478    84.88050314]
13 [ 428.4519774   454.88700565]
14 [ 370.95321637  395.16374269]
15 [ 181.5  640. ]
0 [ 555.85128205  464.5025641 ]
1 [ 574.44808743  201.89071038]
2 [ 343.08484848  194.91515152]
3 [ 400.5862069   602.39655172]
4 [ 327.71428571  642.85714286]
5 [ 336.25120773  403.29468599]
6 [ 359.5  528. ]
7 [ 361.46774194  386.87096774]
8 [ 432.68253968  616.79365079]
9 [ 634.82389937  230.40251572]
10 [ 672.65656566  190.98484848]
11 [ 594.31666667  538.13888889]
12 [ 498.14465409   67.82389937]
13 [ 411.43478261  459.74637681]
14 [ 384.77011494  384.10344828]
15 [ 181.5  640. ]
0 [ 551.5  475. ]
1 [ 585.88205128  211.23589744]
2 [ 360.62903226  206.93548387]
3 [ 401.49717514  601.89265537]
4 [ 320.64242424  632.6969697 ]
5 [ 328.13930348  409.15920398]
6 [ 374.77777778  527.08187135]
7 [ 359.80512821  398.93333333]
8 [ 418.94444444  604.75      ]
9 [ 617.93010753  226.12903226]
10 [ 670.22857143  178.45238095]
11 [ 606.5         543.60714286]
12 [ 509.53459119   60.00628931]
13 [ 390.5        457.7826087]
14 [ 398.04597701  373.87931034]
15 [ 181.5  640. ]
0 [ 546.48717949  482.79487179]
1 [ 591.36158192  219.28248588]
2 [ 373.93220339  219.1299435 ]
3 [ 403.19774011  599.5819209 ]
4 [ 320.36842105  618.3625731 ]
5 [ 312.60294118  409.75980392]
6 [ 391.18787879  533.07878788]
7 [ 356.88127854  414.85844749]
8 [ 409.17094017  589.8034188 ]
9 [ 607.75757576  220.79393939]
10 [ 662.20155039  169.34108527]
11 [ 615.70760234  551.16959064]
12 [ 508.15204678   54.39181287]
13 [ 371.2875817   451.55555556]
14 [ 407.   365.5]
15 [ 181.5  640. ]
0 [ 538.94444444  486.82716049]
1 [ 585.98275862  232.37931034]
2 [ 383.91515152  235.08484848]
3 [ 403.33879781  599.3989071 ]
4 [ 323.69651741  606.51243781]
5 [ 295.1352657   402.57004831]
6 [ 405.46666667  541.37575758]
7 [ 356.59770115  428.13793103]
8 [ 400.45  572.65]
9 [ 600.66666667  211.2972973 ]
10 [ 651.40096618  156.76328502]
11 [ 627.5  554. ]
12 [ 503.31313131   49.65656566]
13 [ 350.94708995  442.86772487]
14 [ 419.55151515  356.87878788]
15 [ 181.5  640. ]
0 [ 529.85185185  486.46296296]
1 [ 579.20987654  249.2962963 ]
2 [ 392.40935673  251.71345029]
3 [ 403.59393939  599.66060606]
4 [ 332.08333333  596.83333333]
5 [ 279.00483092  387.54589372]
6 [ 421.77987421  549.31446541]
7 [ 356.59887006  428.38418079]
8 [ 391.          559.22727273]
9 [ 591.94117647  194.82352941]
10 [ 642.16939891  141.20765027]
11 [ 640.80874317  562.1420765 ]
12 [ 484.95495495   43.93693694]
13 [ 332.5920398  435.4079602]
14 [ 431.50314465  363.74213836]
15 [ 181.5  640. ]
0 [ 519.65384615  488.33974359]
1 [ 571.59677419  264.19354839]
2 [ 398.3836478   268.52201258]
3 [ 403.55555556  599.77777778]
4 [ 343.97278912  594.97278912]
5 [ 270.36979167  371.375     ]
6 [ 434.16374269  558.46783626]
7 [ 356.   429.5]
8 [ 380.84496124  547.92248062]
9 [ 588.56451613  176.93548387]
10 [ 630.31609195  129.74137931]
11 [ 653.96296296  569.90740741]
12 [ 477.5   35.5]
13 [ 324.28855721  418.9800995 ]
14 [ 445.30769231  370.92307692]
15 [ 181.5  640. ]
0 [ 508.59393939  487.21212121]
1 [ 560.74193548  273.94623656]
2 [ 399.46327684  287.80225989]
3 [ 406.96551724  599.32758621]
4 [ 357.88  594.46]
5 [ 272.83760684  350.53846154]
6 [ 446.03846154  563.80769231]
7 [ 355.71212121  433.31818182]
8 [ 377.27272727  537.04545455]
9 [ 591.93785311  166.27683616]
10 [ 618.39285714  118.17857143]
11 [ 650.92424242  573.27272727]
12 [ 474.3655914    43.01075269]
13 [ 318.40625  400.375  ]
14 [ 459.75141243  377.11299435]
15 [ 181.5  640. ]
0 [ 497.87878788  485.39393939]
1 [ 550.43386243  285.05820106]
2 [ 391.92380952  303.71428571]
3 [ 411.23280423  602.88359788]
4 [ 367.89542484  597.47712418]
5 [ 279.35930736  330.64502165]
6 [ 458.29931973  564.58503401]
7 [ 353.17741935  438.25806452]
8 [ 390.63809524  530.60952381]
9 [ 592.44808743  160.46448087]
10 [ 609.94444444  110.38888889]
11 [ 639.96666667  581.35238095]
12 [ 452.49019608   51.78431373]
13 [ 317.29292929  382.96969697]
14 [ 472.62903226  387.93548387]
15 [ 181.5  640. ]
0 [ 487.25925926  483.90740741]
1 [ 538.08484848  295.95151515]
2 [ 383.78835979  319.2010582 ]
3 [ 411.42528736  601.36781609]
4 [ 377.93710692  600.44025157]
5 [ 289.31818182  311.27272727]
6 [ 464.10344828  559.43103448]
7 [ 348.71794872  439.28205128]
8 [ 404.82666667  529.66666667]
9 [ 597.7431694   151.17486339]
10 [ 594.27927928  105.47747748]
11 [ 626.15422886  591.93034826]
12 [ 434.9047619    53.52380952]
13 [ 322.83068783  361.86772487]
14 [ 483.01129944  397.75141243]
15 [ 181.5  640. ]
0 [ 479.03448276  479.72988506]
1 [ 523.88888889  301.87037037]
2 [ 371.8030303   330.01515152]
3 [ 421.7960199   603.17412935]
4 [ 388.34482759  604.46551724]
5 [ 303.44761905  293.44285714]
6 [ 474.81818182  555.13636364]
7 [ 337.15343915  444.31746032]
8 [ 417.16190476  528.8952381 ]
9 [ 598.53125   136.578125]
10 [ 589.24183007   93.86928105]
11 [ 615.05472637  602.49751244]
12 [ 416.35658915   46.71317829]
13 [ 330.37558685  343.7370892 ]
14 [ 491.92424242  403.42424242]
15 [ 181.5  640. ]
0 [ 472.2259887   474.70621469]
1 [ 511.07602339  298.69590643]
2 [ 359.3125   338.59375]
3 [ 433.63095238  611.60714286]
4 [ 390.4375   612.71875]
5 [ 318.18905473  278.30348259]
6 [ 474.43589744  555.00512821]
7 [ 337.50273224  444.24043716]
8 [ 416.68148148  536.62962963]
9 [ 596.66666667  126.54166667]
10 [ 576.52380952   87.87619048]
11 [ 602.20903955  609.14689266]
12 [ 399.88172043   38.56989247]
13 [ 327.75111111  327.58222222]
14 [ 489.82587065  415.93532338]
15 [ 181.5  640. ]
0 [ 464.05641026  468.77435897]
1 [ 502.          288.44285714]
2 [ 344.67741935  344.11290323]
3 [ 443.82564103  620.51794872]
4 [ 385.58974359  624.08205128]
